來源	公布日期	證券代號	名稱	累計	處置條件	處置期間	處置措施
TWSE	105/09/13	911622	泰聚亨-DR	51	連續五次	105/09/14～105/09/29	第二次處置 / 20分
TPEX	105/09/12	4711	永純	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/13~105/09/28	再次處置 / 5分
TPEX	105/09/12	62207	岳豐七	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/13~105/09/28	再次處置 / 5分
TWSE	105/09/07	911611	中泰山-DR	41	連續五次	105/09/08～105/09/22	人工管制撮合 / 25分
TWSE	105/09/07	911622	泰聚亨-DR	51	連續五次	105/09/08～105/09/22	第二次處置 / 20分
TPEX	105/09/06	3662	樂陞	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/07~105/09/21	再次處置 / 5分
TPEX	105/09/06	36624	樂陞四	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/07~105/09/21	再次處置 / 5分
TPEX	105/09/06	36625	樂陞五	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/07~105/09/21	再次處置 / 5分
TPEX	105/09/06	36626	樂陞六	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/07~105/09/21	再次處置 / 5分
TWSE	105/09/01	3024	憶聲	1	連續三次	105/09/02～105/09/14	第一次處置 / 5分
TWSE	105/08/31	4956	光鋐	1	連續三次	105/09/01～105/09/13	第一次處置 / 5分
TPEX	105/08/31	49561	光鋐一	2		105/09/01~105/09/13	再次處置 / 5分
TPEX	105/08/31	6228	全譜	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/01~105/09/13	再次處置 / 5分
TWSE	105/08/31	911611	中泰山-DR	41	連續五次	105/09/01～105/09/13	人工管制撮合 / 25分
TWSE	105/08/31	911622	泰聚亨-DR	51	連續五次	105/09/01～105/09/13	第二次處置 / 20分
TPEX	105/08/24	722627	富邦SY	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/25~105/09/07	第一次處置 / 5分
TWSE	105/08/24	911611	中泰山-DR	41	連續五次	105/08/25～105/09/07	人工管制撮合 / 25分
TWSE	105/08/24	911622	泰聚亨-DR	51	連續五次	105/08/25～105/09/07	第二次處置 / 20分
TPEX	105/08/23	4903	聯光通	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/24~105/09/06	第一次處置 / 5分
TPEX	105/08/22	3086	華義	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/23~105/09/05	再次處置 / 10分
TPEX	105/08/22	30861	華義一	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/23~105/09/05	再次處置 / 10分
TPEX	105/08/22	3089	遠昇	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/23~105/09/05	再次處置 / 60分
TPEX	105/08/18	3580	友威科	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/19~105/09/01	再次處置 / 5分
TPEX	105/08/18	35801	友威科一	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/19~105/09/01	再次處置 / 5分
TPEX	105/08/18	6241	易通展	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/19~105/09/01	再次處置 / 20分
TPEX	105/08/17	6124	業強	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/18~105/08/31	再次處置 / 20分
TWSE	105/08/17	911611	中泰山-DR	41	連續五次	105/08/18～105/08/31	人工管制撮合 / 25分
TWSE	105/08/17	911622	泰聚亨-DR	51	連續五次	105/08/18～105/08/31	第二次處置 / 20分
TWSE	105/08/15	2429	銘旺科	2	連續三次	105/08/16～105/08/29	第二次處置 / 20分
TPEX	105/08/15	3073	普格	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/16~105/08/29	再次處置 / 20分
TPEX	105/08/15	6241	易通展	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/16~105/08/29	再次處置 / 5分
TPEX	105/08/12	6124	業強	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/15~105/08/26	第一次處置 / 5分
TWSE	105/08/12	9157	陽光能源-DR	11	最近十個營業日已有六次	105/08/15～105/08/26	第二次處置 / 20分
TWSE	105/08/10	2429	銘旺科	2	連續三次	105/08/11～105/08/24	第一次處置 / 5分
TPEX	105/08/10	3083	網龍	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/11~105/08/24	第一次處置 / 5分
TWSE	105/08/10	911611	中泰山-DR	41	連續五次	105/08/11～105/08/24	人工管制撮合 / 25分
TWSE	105/08/10	911622	泰聚亨-DR	51	連續五次	105/08/11～105/08/24	第二次處置 / 20分
TPEX	105/08/09	3546	宇峻	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/10~105/08/23	第一次處置 / 5分
TPEX	105/08/08	3313	斐成	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/09~105/08/22	第一次處置 / 5分
TPEX	105/08/05	3089	遠昇	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/08~105/08/19	第一次處置 / 45分
TWSE	105/08/03	911611	中泰山-DR	41	連續五次	105/08/04～105/08/17	人工管制撮合 / 25分
TWSE	105/08/03	911622	泰聚亨-DR	51	連續五次	105/08/04～105/08/17	第二次處置 / 20分
TPEX	105/08/01	6103	合邦	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/08/02~105/08/15	第一次處置 / 45分
TWSE	105/07/27	911611	中泰山-DR	41	連續五次	105/07/28～105/08/10	人工管制撮合 / 25分
TWSE	105/07/27	911622	泰聚亨-DR	51	連續五次	105/07/28～105/08/10	第二次處置 / 20分
TWSE	105/07/22	9157	陽光能源-DR	11	連續五次	105/07/25～105/08/05	第二次處置 / 20分
TWSE	105/07/21	1472	三洋紡	1	連續三次	105/07/22～105/08/04	第一次處置 / 5分
TPEX	105/07/20	3073	普格	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/21~105/08/03	再次處置 / 20分
TPEX	105/07/20	3431	長天	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/21~105/08/03	再次處置 / 5分
TWSE	105/07/20	911611	中泰山-DR	41	連續五次	105/07/21～105/08/03	人工管制撮合 / 25分
TWSE	105/07/20	911622	泰聚亨-DR	51	連續五次	105/07/21～105/08/03	第二次處置 / 20分
TPEX	105/07/19	3306	鼎天	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/20~105/08/02	再次處置 / 5分
TPEX	105/07/19	6218	豪勉	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/20~105/08/02	再次處置 / 5分
TPEX	105/07/18	3276	宇環	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/19~105/08/01	第一次處置 / 5分
TPEX	105/07/15	3073	普格	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/18~105/07/29	再次處置 / 5分
TPEX	105/07/15	3207	耀勝	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/18~105/07/29	再次處置 / 5分
TPEX	105/07/15	5455	訊利電	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/18~105/07/29	再次處置 / 25分
TWSE	105/07/13	911611	中泰山-DR	41	連續五次	105/07/14～105/07/27	人工管制撮合 / 25分
TWSE	105/07/13	911622	泰聚亨-DR	51	連續五次	105/07/14～105/07/27	第二次處置 / 20分
TWSE	105/07/12	2475	華映	2	最近十個營業日已有六次	105/07/13～105/07/26	人工管制撮合 / 9分
TPEX	105/07/12	3522	宏森	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/13~105/07/26	再次處置 / 20分
TWSE	105/07/12	3536	誠創	2	連續三次	105/07/13～105/07/26	第一次處置 / 5分
TPEX	105/07/12	3541	西柏	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/13~105/07/26	再次處置 / 5分
TPEX	105/07/06	3522	宏森	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/07~105/07/20	第一次處置 / 5分
TWSE	105/07/05	911611	中泰山-DR	41	連續五次	105/07/06～105/07/19	人工管制撮合 / 25分
TWSE	105/07/05	911622	泰聚亨-DR	51	連續五次	105/07/06～105/07/19	第二次處置 / 20分
TPEX	105/07/04	4534	慶騰	2	最近10個營業日內有6個營業日	105/07/05~105/07/18	再次處置 / 5分
TPEX	105/07/04	45343	慶騰三	2	最近10個營業日內有6個營業日	105/07/05~105/07/18	再次處置 / 5分
TPEX	105/07/01	3555	重鳥鵬	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/04~105/07/15	再次處置 / 20分
TPEX	105/07/01	722281	富邦SJ	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/07/04~105/07/15	再次處置 / 5分
TWSE	105/06/30	9157	陽光能源-DR	11	最近十個營業日已有六次	105/07/01～105/07/14	第二次處置 / 20分
TPEX	105/06/28	3555	重鳥鵬	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/06/29~105/07/12	第一次處置 / 5分
TWSE	105/06/28	911611	中泰山-DR	41	連續五次	105/06/29～105/07/12	人工管制撮合 / 25分
TWSE	105/06/28	911622	泰聚亨-DR	51	連續五次	105/06/29～105/07/12	第二次處置 / 20分
TPEX	105/06/24	5455	訊利電	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/06/27~105/07/08	第一次處置 / 10分
TWSE	105/06/21	911622	泰聚亨	51	連續五次	105/06/22～105/07/05	第二次處置 / 20分
TWSE	105/06/20	5484	慧友	1	連續三次	105/06/21～105/07/04	第一次處置 / 5分
TPEX	105/06/20	6241	易通展	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/06/21~105/07/04	第一次處置 / 5分
TWSE	105/06/20	9157	陽光能	11	連續五次	105/06/21～105/07/04	第二次處置 / 20分
TWSE	105/06/16	911611	中泰山	41	連續五次	105/06/17～105/06/30	人工管制撮合 / 25分
TWSE	105/06/14	911622	泰聚亨	51	連續五次	105/06/15～105/06/28	第二次處置 / 20分
TWSE	105/06/08	9906	欣巴巴	2	最近十個營業日已有六次	105/06/13～105/06/24	第一次處置 / 5分
TWSE	105/06/07	911611	中泰山	41	連續五次	105/06/08～105/06/23	人工管制撮合 / 25分
TPEX	105/06/06	4415	台原藥	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/06/07~105/06/22	第一次處置 / 45分
TPEX	105/06/04	32051	佰研一	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/06/06~105/06/21	第一次處置 / 5分
TWSE	105/06/04	911622	泰聚亨	51	連續五次	105/06/06～105/06/21	第二次處置 / 20分
TWSE	105/06/01	911611	中泰山	41	連續五次	105/06/02～105/06/16	人工管制撮合 / 25分
TPEX	105/05/30	4154	F-康樂	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/31~105/06/14	再次處置 / 20分
TPEX	105/05/30	8421	旭源	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/31~105/06/14	再次處置 / 5分
TPEX	105/05/30	84211	旭源一	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/31~105/06/14	再次處置 / 5分
TWSE	105/05/30	911622	泰聚亨	51	連續五次	105/05/31～105/06/14	第二次處置 / 20分
TPEX	105/05/25	4154	F-康樂	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/26~105/06/07	第一次處置 / 5分
TWSE	105/05/25	911611	中泰山	41	連續五次	105/05/26～105/06/07	人工管制撮合 / 25分
TWSE	105/05/25	9157	陽光能	11	連續五次	105/05/26～105/06/07	第一次處置 / 5分
TWSE	105/05/23	2305	全友	1	連續三次	105/05/24～105/06/04	第一次處置 / 5分
TPEX	105/05/23	4174	浩鼎	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/24~105/06/04	第一次處置 / 5分
TWSE	105/05/23	911622	泰聚亨	51	連續五次	105/05/24～105/06/04	第二次處置 / 20分
TPEX	105/05/20	3313	斐成	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/23~105/06/03	第一次處置 / 5分
TPEX	105/05/19	722040	RD國泰	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/20~105/06/02	第一次處置 / 5分
TPEX	105/05/18	721844	玉山V8	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/19~105/06/01	第一次處置 / 5分
TWSE	105/05/18	911611	中泰山	41	連續五次	105/05/19～105/06/01	人工管制撮合 / 25分
TPEX	105/05/16	3552	同致	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/17~105/05/30	再次處置 / 20分
TWSE	105/05/16	911622	泰聚亨	51	連續五次	105/05/17～105/05/30	第二次處置 / 20分
TPEX	105/05/13	1785	光洋科	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/16~105/05/27	第一次處置 / 10分
TPEX	105/05/12	6103	合邦	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/13~105/05/26	第一次處置 / 45分
TPEX	105/05/11	3552	同致	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/12~105/05/25	第一次處置 / 5分
TWSE	105/05/11	911611	中泰山	41	連續五次	105/05/12～105/05/25	人工管制撮合 / 25分
TPEX	105/05/09	3085	久大	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/05/10~105/05/23	第一次處置 / 10分
TWSE	105/05/09	911622	泰聚亨	51	連續五次	105/05/10～105/05/23	第二次處置 / 20分
TWSE	105/05/04	911611	中泰山	41	連續五次	105/05/05～105/05/18	人工管制撮合 / 25分
TWSE	105/05/04	911626	MSH	18	連續五次	105/05/05～105/05/18	人工管制撮合 / 25分
TWSE	105/04/29	911622	泰聚亨	51	連續五次	105/05/03～105/05/16	第二次處置 / 20分
TWSE	105/04/26	911611	中泰山	41	連續五次	105/04/27～105/05/11	人工管制撮合 / 25分
TWSE	105/04/26	911626	MSH	18	連續五次	105/04/27～105/05/11	第二次處置 / 20分
TPEX	105/04/22	3293	鈊象	1	最近10個營業日內有6個營業日	105/04/25~105/05/09	再次處置 / 20分
TWSE	105/04/22	911622	泰聚亨	51	連續五次	105/04/25～105/05/09	第二次處置 / 20分
TPEX	105/04/21	4534	慶騰	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/22~105/05/06	第一次處置 / 5分
TPEX	105/04/20	6231	系微	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/21~105/05/05	第一次處置 / 5分
TWSE	105/04/19	2388	威盛	1	連續三次	105/04/20～105/05/04	第一次處置 / 5分
TWSE	105/04/19	911611	中泰山	41	連續五次	105/04/20～105/05/04	人工管制撮合 / 25分
TWSE	105/04/19	911626	MSH	18	連續五次	105/04/20～105/05/04	第二次處置 / 20分
TWSE	105/04/15	911622	泰聚亨	51	連續五次	105/04/18～105/04/29	第二次處置 / 20分
TWSE	105/04/14	1592	F-英瑞	1	連續三次	105/04/15～105/04/28	第一次處置 / 5分
TPEX	105/04/13	6222	上揚	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/14~105/04/27	再次處置 / 25分
TWSE	105/04/12	911611	中泰山	41	連續五次	105/04/13～105/04/26	人工管制撮合 / 25分
TWSE	105/04/12	911626	MSH	18	連續五次	105/04/13～105/04/26	第二次處置 / 20分
TPEX	105/04/11	3252	海灣	5	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/12~105/04/25	再次處置 / 20分
TPEX	105/04/11	32522	海灣二	5	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/12~105/04/25	再次處置 / 20分
TPEX	105/04/11	32523	海灣三	5	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/12~105/04/25	再次處置 / 20分
TPEX	105/04/11	3293	鈊象	5	最近10個營業日內有6個營業日	105/04/12~105/04/25	再次處置 / 5分
TPEX	105/04/11	4502	健信	5	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/12~105/04/25	再次處置 / 5分
TWSE	105/04/08	039584	3C兆豐	1	連續三次	105/04/11～105/04/22	第一次處置 / 5分
TPEX	105/04/08	8455	F-大拓	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/11~105/04/22	再次處置 / 20分
TWSE	105/04/08	911622	泰聚亨	51	連續五次	105/04/11～105/04/22	第二次處置 / 20分
TPEX	105/04/06	3252	海灣	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/07~105/04/20	再次處置 / 5分
TPEX	105/04/06	32522	海灣二	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/07~105/04/20	再次處置 / 5分
TPEX	105/04/06	32523	海灣三	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/07~105/04/20	再次處置 / 5分
TPEX	105/04/06	4911	德英	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/07~105/04/20	再次處置 / 5分
TWSE	105/04/01	911611	中泰山	41	連續五次	105/04/06～105/04/19	第二次處置 / 20分
TWSE	105/04/01	911626	MSH	18	連續五次	105/04/06～105/04/19	第二次處置 / 20分
TPEX	105/03/31	721342	PJ元富	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/04/01~105/04/18	第一次處置 / 5分
TWSE	105/03/30	911622	泰聚亨	51	連續五次	105/03/31～105/04/15	第二次處置 / 20分
TWSE	105/03/30	9157	陽光能	11	最近十個營業日已有六次	105/03/31～105/04/15	第二次處置 / 20分
TWSE	105/03/29	038992	富邦AL	1	連續三次	105/03/30～105/04/14	第一次處置 / 5分
TWSE	105/03/29	3536	誠創	2	連續三次	105/03/30～105/04/14	第一次處置 / 5分
TPEX	105/03/28	5704	老爺知	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/03/29~105/04/13	第一次處置 / 5分
